name,class,since,until
EM_AES_192,ZipArchive,7.2,
EM_AES_256,ZipArchive,7.2,
PASSWORD_ARGON2ID,,7.3,
CURLAUTH_BEARER,,7.3,
CURLAUTH_GSSAPI,,7.3,
CURLE_WEIRD_SERVER_REPLY,,7.3,
CURLINFO_APPCONNECT_TIME_T,,7.3,
CURLINFO_CONNECT_TIME_T,,7.3,
CURLINFO_CONTENT_LENGTH_DOWNLOAD_T,,7.3,
CURLINFO_CONTENT_LENGTH_UPLOAD_T,,7.3,
CURLINFO_FILETIME_T,,7.3,
CURLINFO_HTTP_VERSION,,7.3,
CURLINFO_NAMELOOKUP_TIME_T,,7.3,
CURLINFO_PRETRANSFER_TIME_T,,7.3,
CURLINFO_PROTOCOL,,7.3,
CURLINFO_PROXY_SSL_VERIFYRESULT,,7.3,
CURLINFO_REDIRECT_TIME_T,,7.3,
CURLINFO_SCHEME,,7.3,
CURLINFO_SIZE_DOWNLOAD_T,,7.3,
CURLINFO_SIZE_UPLOAD_T,,7.3,
CURLINFO_SPEED_DOWNLOAD_T,,7.3,
CURLINFO_SPEED_UPLOAD_T,,7.3,
CURLINFO_STARTTRANSFER_TIME_T,,7.3,
CURLINFO_TOTAL_TIME_T,,7.3,
CURL_LOCK_DATA_CONNECT,,7.3,
CURL_LOCK_DATA_PSL,,7.3,
CURL_MAX_READ_SIZE,,7.3,
CURLOPT_ABSTRACT_UNIX_SOCKET,,7.3,
CURLOPT_DISALLOW_USERNAME_IN_URL,,7.3,
CURLOPT_DNS_SHUFFLE_ADDRESSES,,7.3,
CURLOPT_HAPPY_EYEBALLS_TIMEOUT_MS,,7.3,
CURLOPT_HAPROXYPROTOCOL,,7.3,
CURLOPT_KEEP_SENDING_ON_ERROR,,7.3,
CURLOPT_PRE_PROXY,,7.3,
CURLOPT_PROXY_CAINFO,,7.3,
CURLOPT_PROXY_CAPATH,,7.3,
CURLOPT_PROXY_CRLFILE,,7.3,
CURLOPT_PROXY_KEYPASSWD,,7.3,
CURLOPT_PROXY_PINNEDPUBLICKEY,,7.3,
CURLOPT_PROXY_SSLCERT,,7.3,
CURLOPT_PROXY_SSLCERTTYPE,,7.3,
CURLOPT_PROXY_SSL_CIPHER_LIST,,7.3,
CURLOPT_PROXY_SSLKEY,,7.3,
CURLOPT_PROXY_SSLKEYTYPE,,7.3,
CURLOPT_PROXY_SSL_OPTIONS,,7.3,
CURLOPT_PROXY_SSL_VERIFYHOST,,7.3,
CURLOPT_PROXY_SSL_VERIFYPEER,,7.3,
CURLOPT_PROXY_SSLVERSION,,7.3,
CURLOPT_PROXY_TLS13_CIPHERS,,7.3,
CURLOPT_PROXY_TLSAUTH_PASSWORD,,7.3,
